Code,Indicator Name,Short definition,Long definition,Source,Topic,Periodicity,Base Period,Aggregation method,Statistical concept and methodology,Development relevance,Limitations and exceptions,General comments,Other notes
LO.TIMSS.MAT4.ADV,TIMSS: Fourth grade students reaching the advanced international benchmark of mathematics achievement (%),,"TIMSS: Fourth grade students reaching the advanced international benchmark of mathematics achievement (%) is the share of 4th grade students scoring at least 625 on the mathematics assessment. Students at this benchmark can apply their understanding and knowledge in a variety of relatively complex situations and explain their reasoning. They can solve a variety of multi-step word problems involving whole numbers. Students at this level show an increasing understanding of fractions and decimals. They can apply knowledge of a range of two- and three-dimensional shapes in a variety of situations. They can interpret and represent data to solve multi-step problems. Data reflect country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,Learning Outcomes,,,,TIMSS,,,,Proficiency
LO.TIMSS.SCI4.ADV,TIMSS: Fourth grade students reaching the advanced international benchmark of science achievement (%),,"TIMSS: Fourth grade students reaching the advanced international benchmark of science achievement (%) is the share of 4th grade students scoring at least 625 on the science assessment. Students communicate understanding of life, physical, and Earth sciences and demonstrate some knowledge of the process of scientific inquiry. Students demonstrate knowledge of characteristics and life processes of a variety of organisms, communicate understanding of relationships in ecosystems and interactions between organisms and their environment, and communicate and apply knowledge of factors related to human health. They communicate understanding of properties and states of matter and physical and chemical changes, apply some knowledge of forms of energy and energy transfer, and show some knowledge of forces and an understanding of their effect on motion. Students communicate understanding of Earth’s structure, physical characteristics, processes, and history and show knowledge of Earth’s revolution and rotation. Students demonstrate basic knowledge and skills related to scientific inquiry, recognizing how a simple experiment should be set up, interpreting the results of an investigation, reasoning and drawing conclusions from descriptions and diagrams, and evaluating and supporting an argument. Data reflect country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,Learning Outcomes,,,,TIMSS,,,,Proficiency
LO.TIMSS.MAT4.HI,TIMSS: Fourth grade students reaching the high international benchmark of mathematics achievement (%),,"TIMSS: Fourth grade students reaching the high international benchmark of mathematics achievement (%) is the share of 4th grade students scoring at least 550 on the mathematics assessment. Students at this benchmark can apply their knowledge and understanding to solve problems. They can solve word problems involving operations with whole numbers, simple fractions, and two-place decimals. Students demonstrate understanding of geometric properties of shapes and of angles that are less than or greater than a right angle. Students can interpret and use data in tables and a variety of graphs to solve problems. Data reflect country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,Learning Outcomes,,,,TIMSS,,,,Proficiency
LO.TIMSS.SCI4.HI,TIMSS: Fourth grade students reaching the high international benchmark of science achievement (%),,"TIMSS: Fourth grade students reaching the high international benchmark of science achievement (%) is the share of 4th grade students scoring at least 550 on the science assessment. Students reaching this benchmark can communicate and apply knowledge of the life, physical, and Earth sciences in everyday and abstract contexts. Students communicate knowledge of characteristics of plants, animals, and their life cycles, and apply knowledge of ecosystems and of humans’ and organisms' interactions with their environment. Students communicate and apply knowledge of states and properties of matter, and of energy transfer in practical contexts, as well as showing some understanding of forces and motion. Students apply knowledge of Earth’s structure, physical characteristics, processes, and history and show basic understanding of the Earth-Moon-Sun system. Students compare, contrast, and make simple inferences using models, diagrams, and descriptions of investigations, and provide brief descriptive responses using science concepts, both in everyday and abstract contexts. Data reflect country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,Learning Outcomes,,,,TIMSS,,,,Proficiency
LO.TIMSS.MAT4.INT,TIMSS: Fourth grade students reaching the intermediate international benchmark of mathematics achievement (%),,"TIMSS: Fourth grade students reaching the intermediate international benchmark of mathematics achievement (%) is the share of 4th grade students scoring at least 475 on the mathematics assessment. Students can apply basic mathematical knowledge in simple situations. They demonstrate an understanding of whole numbers and some understanding of fractions and decimals. Students can relate two- and three-dimensional shapes and identify and draw shapes with simple properties. They can read and interpret bar graphs and tables. Data reflect country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,Learning Outcomes,,,,TIMSS,,,,Proficiency
LO.TIMSS.SCI4.INT,TIMSS: Fourth grade students reaching the intermediate international benchmark of science achievement (%),,"TIMSS: Fourth grade students reaching the intermediate international benchmark of science achievement (%) is the share of 4th grade students scoring at least 475 on the science assessment. Students reaching this benchmark show basic knowledge and understanding of life, physical, and Earth sciences. Students demonstrate some knowledge of life processes of plants and humans, communicate and apply knowledge of the interaction of living things with their environments as well as impacts humans can have on their environment, and communicate knowledge of basic facts related to human health. They apply knowledge about some properties of matter and about some facts related to electricity and to energy transfer, and apply elementary knowledge of forces and motion. They show some understanding of Earth’s physical characteristics and demonstrate some basic knowledge of Earth in the solar system. Students interpret information in diagrams, apply factual knowledge to everyday situations, and provide simple explanations for biological and physical phenomena. Data reflect country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,Learning Outcomes,,,,TIMSS,,,,Proficiency
LO.TIMSS.MAT4.LOW,TIMSS: Fourth grade students reaching the low international benchmark of mathematics achievement (%),,"TIMSS: Fourth grade students reaching the low international benchmark of mathematics achievement (%) is the share of 4th grade students scoring at least 400 on the mathematics assessment. Students have some basic mathematical knowledge. They can add and subtract whole numbers, have some understanding of multiplication by one-digit numbers, and can solve simple word problems. They have some knowledge of simple fractions, geometric shapes, and measurement. Students can read and complete simple bar graphs and tables. Data reflect country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,Learning Outcomes,,,,TIMSS,,,,Proficiency
LO.TIMSS.SCI4.LOW,TIMSS: Fourth grade students reaching the low international benchmark of science achievement (%),,"TIMSS: Fourth grade students reaching the low international benchmark of science achievement (%) is the share of 4th grade students scoring at least 400 on the science assessment. Students reaching this benchmark show basic knowledge of life and physical sciences. Students demonstrate some basic knowledge of behavioral and physical characteristics of plants and animals as well as of the interaction of living things with their environments, and apply knowledge of some facts related to human health. Students show basic knowledge of states of matter and physical properties of matter. They interpret simple diagrams, complete simple tables, and provide short, fact-based written responses. Data reflect country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,Learning Outcomes,,,,TIMSS,,,,Proficiency
LO.TIMSS.MAT4.BL,TIMSS: Fourth grade students who did not reach the low international benchmark of mathematics achievement (%),,"TIMSS: Fourth grade students who did not reach the low international benchmark of mathematics achievement (%) is the share of 4th grade students scoring below 400 on the mathematics assessment. The indicator is the percentage of students with achievement too low for estimation on TIMSS and TIMSS Numeracy combined. Students were considered to have achievement too low for estimation if their performance on the assessment was no better than could be achieved by simply guessing on the multiple-choice assessment items. Data reflect country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,Learning Outcomes,,,,TIMSS,,,,Proficiency
LO.TIMSS.SCI4.BL,TIMSS: Fourth grade students who did not reach the low international benchmark of science achievement (%),,"TIMSS: Fourth grade students who did not reach the low international benchmark of science achievement (%) is the share of 4th grade students scoring below 400 on the science assessment. The indicator is the percentage of students with achievement too low for estimation. Students were considered to have achievement too low for estimation if their performance on the assessment was no better than could be achieved by simply guessing on the multiple-choice assessment items. Data reflect country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,Learning Outcomes,,,,TIMSS,,,,Proficiency
LO.TIMSS.MAT4.ADV.MA,TIMSS: Male 4th grade students reaching the advanced international benchmark of mathematics achievement (%),"TIMSS: Male 4th grade students reaching the advanced international benchmark of mathematics achievement (%) is the share of male 4th grade students scoring at least 625 on the mathematics assessment. Students at this benchmark can apply their understanding and knowledge in a variety of relatively complex situations and explain their reasoning. They can solve a variety of multi-step word problems involving whole numbers including proportions. Students at this level show an increasing understanding of fractions and decimals. Students can apply geometric knowledge of a range of two- and three-dimensional shapes in a variety of situations. They can draw a conclusion from data in a table and justify their conclusion. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/","TIMSS: Male 4th grade students reaching the advanced international benchmark of mathematics achievement (%) is the share of male 4th grade students scoring at least 625 on the mathematics assessment. Students at this benchmark can apply their understanding and knowledge in a variety of relatively complex situations and explain their reasoning. They can solve a variety of multi-step word problems involving whole numbers including proportions. Students at this level show an increasing understanding of fractions and decimals. Students can apply geometric knowledge of a range of two- and three-dimensional shapes in a variety of situations. They can draw a conclusion from data in a table and justify their conclusion. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,Learning Outcomes,,,,,,,,
LO.TIMSS.SCI4.ADV.MA,TIMSS: Male 4th grade students reaching the advanced international benchmark of science achievement (%),"TIMSS: Male 4th grade students reaching the advanced international benchmark of science achievement (%) is the share of male 4th grade students scoring at least 625 on the science assessment. Students reaching this benchmark can apply knowledge and understanding of scientific processes and relationships and show some knowledge of the process of scientific inquiry. Students communicate their understanding of characteristics and life processes of organisms, reproduction and development, ecosystems and organisms' interactions with the environment, and factors relating to human health. They demonstrate understanding of properties of light and relationships among physical properties of materials, apply and communicate their understanding of electricity and energy in practical contexts, and demonstrate an understanding of magnetic and gravitational forces and motion. Students communicate their understanding of the solar system and of Earth’s structure, physical characteristics, resources, processes, cycles, and history. They have a beginning ability to interpret results in the context of a simple experiment, reason and draw conclusions from descriptions and diagrams, and evaluate and support an argument. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/","TIMSS: Male 4th grade students reaching the advanced international benchmark of science achievement (%) is the share of male 4th grade students scoring at least 625 on the science assessment. Students reaching this benchmark can apply knowledge and understanding of scientific processes and relationships and show some knowledge of the process of scientific inquiry. Students communicate their understanding of characteristics and life processes of organisms, reproduction and development, ecosystems and organisms' interactions with the environment, and factors relating to human health. They demonstrate understanding of properties of light and relationships among physical properties of materials, apply and communicate their understanding of electricity and energy in practical contexts, and demonstrate an understanding of magnetic and gravitational forces and motion. Students communicate their understanding of the solar system and of Earth’s structure, physical characteristics, resources, processes, cycles, and history. They have a beginning ability to interpret results in the context of a simple experiment, reason and draw conclusions from descriptions and diagrams, and evaluate and support an argument. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,Learning Outcomes,,,,,,,,
LO.TIMSS.MAT4.HI.MA,TIMSS: Male 4th grade students reaching the high international benchmark of mathematics achievement (%),"TIMSS: Male 4th grade students reaching the high international benchmark of mathematics achievement (%) is the share of male 4th grade students scoring at least 550 on the mathematics assessment. Students at this benchmark can apply their knowledge and understanding to solve problems. Students can solve word problems involving operations with whole numbers. They can use division in a variety of problem situations. They can use their understanding of place value to solve problems. Students can extend patterns to find a later specified term. Students demonstrate understanding of line symmetry and geometric properties. Students can interpret and use data in tables and graphs to solve problems. They can use information in pictographs and tally charts to complete bar graphs. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/","TIMSS: Male 4th grade students reaching the high international benchmark of mathematics achievement (%) is the share of male 4th grade students scoring at least 550 on the mathematics assessment. Students at this benchmark can apply their knowledge and understanding to solve problems. Students can solve word problems involving operations with whole numbers. They can use division in a variety of problem situations. They can use their understanding of place value to solve problems. Students can extend patterns to find a later specified term. Students demonstrate understanding of line symmetry and geometric properties. Students can interpret and use data in tables and graphs to solve problems. They can use information in pictographs and tally charts to complete bar graphs. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,Learning Outcomes,,,,,,,,
LO.TIMSS.SCI4.HI.MA,TIMSS: Male 4th grade students reaching the high international benchmark of science achievement (%),"TIMSS: Male 4th grade students reaching the high international benchmark of science achievement (%) is the share of male 4th grade students scoring at least 550 on the science assessment. Students reaching this benchmark can apply their knowledge and understanding of the sciences to explain phenomena in everyday and abstract contexts. Students demonstrate some understanding of plant and animal structure, life processes, life cycles, and reproduction. They also demonstrate some understanding of ecosystems and organisms' interactions with their environment, including understanding of human responses to outside conditions and activities. Students demonstrate understanding of some properties of matter, electricity and energy, and magnetic and gravitational forces and motion. They show some knowledge of the solar system, and of Earth’s physical characteristics, processes, and resources. Students demonstrate elementary knowledge and skills related to scientific inquiry. They compare, contrast, and make simple inferences, and provide brief descriptive responses combining knowledge of science concepts with information from both everyday and abstract contexts. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/","TIMSS: Male 4th grade students reaching the high international benchmark of science achievement (%) is the share of male 4th grade students scoring at least 550 on the science assessment. Students reaching this benchmark can apply their knowledge and understanding of the sciences to explain phenomena in everyday and abstract contexts. Students demonstrate some understanding of plant and animal structure, life processes, life cycles, and reproduction. They also demonstrate some understanding of ecosystems and organisms' interactions with their environment, including understanding of human responses to outside conditions and activities. Students demonstrate understanding of some properties of matter, electricity and energy, and magnetic and gravitational forces and motion. They show some knowledge of the solar system, and of Earth’s physical characteristics, processes, and resources. Students demonstrate elementary knowledge and skills related to scientific inquiry. They compare, contrast, and make simple inferences, and provide brief descriptive responses combining knowledge of science concepts with information from both everyday and abstract contexts. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,Learning Outcomes,,,,,,,,
LO.TIMSS.MAT4.INT.MA,TIMSS: Male 4th grade students reaching the intermediate international benchmark of mathematics achievement (%),"TIMSS: Male 4th grade students reaching the intermediate international benchmark of mathematics achievement (%) is the share of male 4th grade students scoring at least 475 on the mathematics assessment. Students at this benchmark can apply basic mathematical knowledge in straightforward situations. Students at this level demonstrate an understanding of whole numbers and some understanding of fractions. Students can visualize three-dimensional shapes from two-dimensional representations. They can interpret bar graphs, pictographs, and tables to solve simple problems. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/","TIMSS: Male 4th grade students reaching the intermediate international benchmark of mathematics achievement (%) is the share of male 4th grade students scoring at least 475 on the mathematics assessment. Students at this benchmark can apply basic mathematical knowledge in straightforward situations. Students at this level demonstrate an understanding of whole numbers and some understanding of fractions. Students can visualize three-dimensional shapes from two-dimensional representations. They can interpret bar graphs, pictographs, and tables to solve simple problems. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,Learning Outcomes,,,,,,,,
LO.TIMSS.SCI4.INT.MA,TIMSS: Male 4th grade students reaching the intermediate international benchmark of science achievement (%),"TIMSS: Male 4th grade students reaching the intermediate international benchmark of science achievement (%) is the share of male 4th grade students scoring at least 475 on the science assessment. Students reaching this benchmark have basic knowledge and understanding of practical situations in the sciences. Students recognize some basic information related to characteristics of living things, their reproduction and life cycles, and their interactions with the environment, and show some understanding of human biology and health. They also show some knowledge of properties of matter and light, electricity and energy, and forces and motion. Students know some basic facts about the solar system and show an initial understanding of Earth’s physical characteristics and resources. They demonstrate ability to interpret information in pictorial diagrams and apply factual knowledge to practical situations. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/","TIMSS: Male 4th grade students reaching the intermediate international benchmark of science achievement (%) is the share of male 4th grade students scoring at least 475 on the science assessment. Students reaching this benchmark have basic knowledge and understanding of practical situations in the sciences. Students recognize some basic information related to characteristics of living things, their reproduction and life cycles, and their interactions with the environment, and show some understanding of human biology and health. They also show some knowledge of properties of matter and light, electricity and energy, and forces and motion. Students know some basic facts about the solar system and show an initial understanding of Earth’s physical characteristics and resources. They demonstrate ability to interpret information in pictorial diagrams and apply factual knowledge to practical situations. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,Learning Outcomes,,,,,,,,
LO.TIMSS.MAT4.LOW.MA,TIMSS: Male 4th grade students reaching the low international benchmark of mathematics achievement (%),"TIMSS: Male 4th grade students reaching the low international benchmark of mathematics achievement (%) is the share of male 4th grade students scoring at least 400 on the mathematics assessment. Students at this benchmark have some basic mathematical knowledge. Students can add and subtract whole numbers. They have some recognition of parallel and perpendicular lines, familiar geometric shapes, and coordinate maps. They can read and complete simple bar graphs and tables. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/","TIMSS: Male 4th grade students reaching the low international benchmark of mathematics achievement (%) is the share of male 4th grade students scoring at least 400 on the mathematics assessment. Students at this benchmark have some basic mathematical knowledge. Students can add and subtract whole numbers. They have some recognition of parallel and perpendicular lines, familiar geometric shapes, and coordinate maps. They can read and complete simple bar graphs and tables. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,Learning Outcomes,,,,,,,,
LO.TIMSS.SCI4.LOW.MA,TIMSS: Male 4th grade students reaching the low international benchmark of science achievement (%),"TIMSS: Male 4th grade students reaching the low international benchmark of science achievement (%) is the share of male 4th grade students scoring at least 400 on the science assessment. Students reaching this benchmark show some elementary knowledge of life, physical, and earth sciences. Students demonstrate knowledge of some simple facts related to human health, ecosystems, and the behavioral and physical characteristics of animals. They also demonstrate some basic knowledge of energy and the physical properties of matter. Students interpret simple diagrams, complete simple tables, and provide short written responses to questions requiring factual information. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/","TIMSS: Male 4th grade students reaching the low international benchmark of science achievement (%) is the share of male 4th grade students scoring at least 400 on the science assessment. Students reaching this benchmark show some elementary knowledge of life, physical, and earth sciences. Students demonstrate knowledge of some simple facts related to human health, ecosystems, and the behavioral and physical characteristics of animals. They also demonstrate some basic knowledge of energy and the physical properties of matter. Students interpret simple diagrams, complete simple tables, and provide short written responses to questions requiring factual information. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,Learning Outcomes,,,,,,,,
LO.TIMSS.MAT4.BL.MA,TIMSS: Male 4th grade students who did not reach the low international benchmark of mathematics achievement (%),"TIMSS: Male 4th grade students who did not reach the low international benchmark of mathematics achievement (%) is the share of male 4th grade students scoring below 400 on the mathematics assessment. This indicator is calculated by subtracting the share of students reaching the low international benchmark from 100. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/","TIMSS: Male 4th grade students who did not reach the low international benchmark of mathematics achievement (%) is the share of male 4th grade students scoring below 400 on the mathematics assessment. This indicator is calculated by subtracting the share of students reaching the low international benchmark from 100. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,Learning Outcomes,,,,,,,,
LO.TIMSS.SCI4.BL.MA,TIMSS: Male 4th grade students who did not reach the low international benchmark of science achievement (%),"TIMSS: Male 4th grade students who did not reach the low international benchmark of science achievement (%) is the share of male 4th grade students scoring below 400 on the science assessment. This indicator is calculated by subtracting the share of students reaching the low international benchmark from 100. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/","TIMSS: Male 4th grade students who did not reach the low international benchmark of science achievement (%) is the share of male 4th grade students scoring below 400 on the science assessment. This indicator is calculated by subtracting the share of students reaching the low international benchmark from 100. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,Learning Outcomes,,,,,,,,
LO.TIMSS.MAT8.ADV.MA,TIMSS: Male 8th grade students reaching the advanced international benchmark of mathematics achievement (%),"TIMSS: Male 8th grade students reaching the advanced international benchmark of mathematics achievement (%) is the share of male 8th grade students scoring at least 625 on the mathematics assessment. Students at this benchmark can reason with information, draw conclusions, make generalizations, and solve linear equations. Students can solve a variety of fraction, proportion, and percent problems and justify their conclusions. Students can express generalizations algebraically and model situations. They can solve a variety of problems involving equations, formulas, and functions. Students can reason with geometric figures to solve problems. Students can reason with data from several sources or unfamiliar representations to solve multi-step problems. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/","TIMSS: Male 8th grade students reaching the advanced international benchmark of mathematics achievement (%) is the share of male 8th grade students scoring at least 625 on the mathematics assessment. Students at this benchmark can reason with information, draw conclusions, make generalizations, and solve linear equations. Students can solve a variety of fraction, proportion, and percent problems and justify their conclusions. Students can express generalizations algebraically and model situations. They can solve a variety of problems involving equations, formulas, and functions. Students can reason with geometric figures to solve problems. Students can reason with data from several sources or unfamiliar representations to solve multi-step problems. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,Learning Outcomes,,,,,,,,
LO.TIMSS.SCI8.ADV.MA,TIMSS: Male 8th grade students reaching the advanced international benchmark of science achievement (%),"TIMSS: Male 8th grade students reaching the advanced international benchmark of science achievement (%) is the share of male 8th grade students scoring at least 625 on the science assessment. Students at this benchmark can communicate an understanding of complex and abstract concepts in biology, chemistry, physics, and earth science. Students demonstrate some conceptual knowledge about cells and the characteristics, classification, and life processes of organisms. They communicate an understanding of the complexity of ecosystems and adaptations of organisms, and apply an understanding of life cycles and heredity. Students also communicate an understanding of the structure of matter and physical and chemical properties and changes and apply knowledge of forces, pressure, motion, sound, and light. They reason about electrical circuits and properties of magnets. Students apply knowledge and communicate understanding of the solar system and Earth’s processes, structures, and physical features. They understand basic features of scientific investigation. They also combine information from several sources to solve problems and draw conclusions, and they provide written explanations to communicate scientific knowledge. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/","TIMSS: Male 8th grade students reaching the advanced international benchmark of science achievement (%) is the share of male 8th grade students scoring at least 625 on the science assessment. Students at this benchmark can communicate an understanding of complex and abstract concepts in biology, chemistry, physics, and earth science. Students demonstrate some conceptual knowledge about cells and the characteristics, classification, and life processes of organisms. They communicate an understanding of the complexity of ecosystems and adaptations of organisms, and apply an understanding of life cycles and heredity. Students also communicate an understanding of the structure of matter and physical and chemical properties and changes and apply knowledge of forces, pressure, motion, sound, and light. They reason about electrical circuits and properties of magnets. Students apply knowledge and communicate understanding of the solar system and Earth’s processes, structures, and physical features. They understand basic features of scientific investigation. They also combine information from several sources to solve problems and draw conclusions, and they provide written explanations to communicate scientific knowledge. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,Learning Outcomes,,,,,,,,
LO.TIMSS.MAT8.HI.MA,TIMSS: Male 8th grade students reaching the high international benchmark of mathematics achievement (%),"TIMSS: Male 8th grade students reaching the high international benchmark of mathematics achievement (%) is the share of male 8th grade students scoring at least 550 on the mathematics assessment. Students at this benchmark can apply their understanding and knowledge in a variety of relatively complex situations. Students can use information from several sources to solve problems involving different types of numbers and operations. Students can relate fractions, decimals, and percents to each other. Students at this level show basic procedural knowledge related to algebraic expressions. They can use properties of lines, angles, triangles, rectangles, and rectangular prisms to solve problems. They can analyze data in a variety of graphs. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/","TIMSS: Male 8th grade students reaching the high international benchmark of mathematics achievement (%) is the share of male 8th grade students scoring at least 550 on the mathematics assessment. Students at this benchmark can apply their understanding and knowledge in a variety of relatively complex situations. Students can use information from several sources to solve problems involving different types of numbers and operations. Students can relate fractions, decimals, and percents to each other. Students at this level show basic procedural knowledge related to algebraic expressions. They can use properties of lines, angles, triangles, rectangles, and rectangular prisms to solve problems. They can analyze data in a variety of graphs. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,Learning Outcomes,,,,,,,,
